id,label,predict_result,predict_score,predict_detail,type
1,3,3,0.30885812640190125,{'0': 0.20054961740970612, '1': 0.18347924947738647, '2': 0.30711308121681213, '3': 0.30885812640190125},predict
585,2,0,0.3421942889690399,{'0': 0.3421942889690399, '1': 0.3366529941558838, '2': 0.27112334966659546, '3': 0.050029315054416656},predict
586,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
587,0,1,0.558952808380127,{'0': 0.4197220802307129, '1': 0.558952808380127, '2': 0.021321728825569153, '3': 3.3494236504338915e-06},predict
588,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
589,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
590,0,1,0.47043612599372864,{'0': 0.42169782519340515, '1': 0.47043612599372864, '2': 0.10681813210248947, '3': 0.0010479104239493608},predict
591,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
592,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
593,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
594,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
595,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
596,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
597,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
598,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
599,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
600,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
601,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
602,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
603,0,1,0.5281271934509277,{'0': 0.42819976806640625, '1': 0.5281271934509277, '2': 0.043631866574287415, '3': 4.109772271476686e-05},predict
604,1,1,0.4562585949897766,{'0': 0.41672414541244507, '1': 0.4562585949897766, '2': 0.1251164823770523, '3': 0.0019008805975317955},predict
605,0,1,0.3871181607246399,{'0': 0.3794655501842499, '1': 0.3871181607246399, '2': 0.2163088619709015, '3': 0.017107434570789337},predict
606,1,1,0.5133311748504639,{'0': 0.4290097951889038, '1': 0.5133311748504639, '2': 0.05754902958869934, '3': 0.00010998349898727611},predict
607,3,2,0.3174267113208771,{'0': 0.2616666555404663, '1': 0.24562138319015503, '2': 0.3174267113208771, '3': 0.175285205245018},predict
608,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
609,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
610,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
611,0,1,0.4981456398963928,{'0': 0.4279231131076813, '1': 0.4981456398963928, '2': 0.07366381585597992, '3': 0.0002674657152965665},predict
612,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
613,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
614,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
615,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
616,0,1,0.484742134809494,{'0': 0.42553818225860596, '1': 0.484742134809494, '2': 0.08918233960866928, '3': 0.0005372485029511154},predict
617,0,0,0.32284265756607056,{'0': 0.32284265756607056, '1': 0.31325095891952515, '2': 0.28999587893486023, '3': 0.07391054928302765},predict
618,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
619,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
620,0,1,0.37711408734321594,{'0': 0.3726377487182617, '1': 0.37711408734321594, '2': 0.22845743596553802, '3': 0.02179073728621006},predict
621,1,1,0.47975844144821167,{'0': 0.42434418201446533, '1': 0.47975844144821167, '2': 0.09521370381116867, '3': 0.0006837042164988816},predict
622,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
623,1,1,0.5360674858093262,{'0': 0.42692750692367554, '1': 0.5360674858093262, '2': 0.03698209300637245, '3': 2.2937541871215217e-05},predict
624,1,1,0.6216021180152893,{'0': 0.3757314383983612, '1': 0.6216021180152893, '2': 0.0026664570905268192, '3': 2.645516694599337e-09},predict
625,1,0,0.3248995840549469,{'0': 0.3248995840549469, '1': 0.31567683815956116, '2': 0.28825700283050537, '3': 0.07116658985614777},predict
626,1,1,0.4955124258995056,{'0': 0.42755454778671265, '1': 0.4955124258995056, '2': 0.07662443816661835, '3': 0.0003085861389990896},predict
627,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
628,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
629,2,2,0.3121919333934784,{'0': 0.28462082147598267, '1': 0.2701505422592163, '2': 0.3121919333934784, '3': 0.13303665816783905},predict
630,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
631,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
632,0,1,0.4544976055622101,{'0': 0.4160320460796356, '1': 0.4544976055622101, '2': 0.12743206322193146, '3': 0.0020383091177791357},predict
633,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
634,0,1,0.5209754109382629,{'0': 0.4288361966609955, '1': 0.5209754109382629, '2': 0.05012119188904762, '3': 6.719366501783952e-05},predict
635,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
636,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
637,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
638,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
639,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
640,0,1,0.48209333419799805,{'0': 0.4249235987663269, '1': 0.48209333419799805, '2': 0.09237170219421387, '3': 0.0006113873678259552},predict
641,0,0,0.35006314516067505,{'0': 0.35006314516067505, '1': 0.3466026782989502, '2': 0.2617322504520416, '3': 0.04160191863775253},predict
642,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
643,1,1,0.5153241157531738,{'0': 0.42901352047920227, '1': 0.5153241157531738, '2': 0.05556537210941315, '3': 9.702548413770273e-05},predict
644,2,3,0.3578246235847473,{'0': 0.1808757483959198, '1': 0.1642065793275833, '2': 0.2970930337905884, '3': 0.3578246235847473},predict
645,3,2,0.31716519594192505,{'0': 0.2363491952419281, '1': 0.2194017767906189, '2': 0.31716519594192505, '3': 0.22708384692668915},predict
646,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
647,2,2,0.31453967094421387,{'0': 0.2223920077085495, '1': 0.20525285601615906, '2': 0.31453967094421387, '3': 0.25781553983688354},predict
648,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
649,1,1,0.4572107195854187,{'0': 0.4170914888381958, '1': 0.4572107195854187, '2': 0.1238679513335228, '3': 0.0018298099748790264},predict
650,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
651,1,1,0.46416565775871277,{'0': 0.419633150100708, '1': 0.46416565775871277, '2': 0.11482717096805573, '3': 0.0013740705326199532},predict
652,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
653,0,1,0.509198009967804,{'0': 0.4288965165615082, '1': 0.509198009967804, '2': 0.06176389381289482, '3': 0.00014168026973493397},predict
654,0,2,0.3071928918361664,{'0': 0.2965630888938904, '1': 0.2832673490047455, '2': 0.3071928918361664, '3': 0.11297660320997238},predict
655,1,1,0.4716261029243469,{'0': 0.4220643639564514, '1': 0.4716261029243469, '2': 0.10531553626060486, '3': 0.0009939656592905521},predict
656,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
657,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
658,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
659,3,2,0.3118857741355896,{'0': 0.2854824662208557, '1': 0.2710880935192108, '2': 0.3118857741355896, '3': 0.13154375553131104},predict
660,1,0,0.3531534671783447,{'0': 0.3531534671783447, '1': 0.3505933880805969, '2': 0.2577498257160187, '3': 0.03850329667329788},predict
661,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
662,1,1,0.4352547526359558,{'0': 0.40749233961105347, '1': 0.4352547526359558, '2': 0.15310998260974884, '3': 0.00414305878803134},predict
663,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
664,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
665,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
666,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
667,0,1,0.3907562792301178,{'0': 0.38187116384506226, '1': 0.3907562792301178, '2': 0.21176940202713013, '3': 0.01560309249907732},predict
668,1,1,0.5356374979019165,{'0': 0.4270116090774536, '1': 0.5356374979019165, '2': 0.03732723370194435, '3': 2.3699505618424155e-05},predict
669,3,2,0.31662440299987793,{'0': 0.26743799448013306, '1': 0.25171348452568054, '2': 0.31662440299987793, '3': 0.16422411799430847},predict
670,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
671,0,0,0.35570672154426575,{'0': 0.35570672154426575, '1': 0.3539295494556427, '2': 0.25432950258255005, '3': 0.03603430464863777},predict
672,0,1,0.5096417665481567,{'0': 0.4289158880710602, '1': 0.5096417665481567, '2': 0.0613044835627079, '3': 0.00013793475227430463},predict
673,2,2,0.31150680780410767,{'0': 0.2865177392959595, '1': 0.2722160816192627, '2': 0.31150680780410767, '3': 0.12975941598415375},predict
674,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
675,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
676,0,1,0.48948541283607483,{'0': 0.4265241026878357, '1': 0.48948541283607483, '2': 0.08356716483831406, '3': 0.0004233220824971795},predict
677,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
678,2,0,0.3471159040927887,{'0': 0.3471159040927887, '1': 0.3428419530391693, '2': 0.2653735280036926, '3': 0.04466858506202698},predict
679,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
680,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
681,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
682,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
683,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
684,2,1,0.5025083422660828,{'0': 0.42842021584510803, '1': 0.5025083422660828, '2': 0.06886192411184311, '3': 0.00020958702953066677},predict
685,2,1,0.37301740050315857,{'0': 0.3697550594806671, '1': 0.37301740050315857, '2': 0.2332756519317627, '3': 0.02395186945796013},predict
686,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
687,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
688,2,1,0.5751214623451233,{'0': 0.4114176332950592, '1': 0.5751214623451233, '2': 0.013460191898047924, '3': 6.815258757342235e-07},predict
689,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
690,1,1,0.45080968737602234,{'0': 0.41453254222869873, '1': 0.45080968737602234, '2': 0.13230517506599426, '3': 0.0023525741416960955},predict
691,1,2,0.3165229260921478,{'0': 0.26803097128868103, '1': 0.2523421049118042, '2': 0.3165229260921478, '3': 0.1631040722131729},predict
692,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
693,1,1,0.5199139714241028,{'0': 0.42889082431793213, '1': 0.5199139714241028, '2': 0.05112316831946373, '3': 7.209456816781312e-05},predict
694,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
695,1,0,0.32501864433288574,{'0': 0.32501864433288574, '1': 0.31581780314445496, '2': 0.2881545126438141, '3': 0.07100911438465118},predict
696,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
697,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
698,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
699,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
700,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
701,0,1,0.5206134915351868,{'0': 0.4288555681705475, '1': 0.5206134915351868, '2': 0.05046206712722778, '3': 6.883274181745946e-05},predict
702,1,1,0.48718389868736267,{'0': 0.42606475949287415, '1': 0.48718389868736267, '2': 0.08627563714981079, '3': 0.0004757419228553772},predict
703,0,2,0.3124110698699951,{'0': 0.21480700373649597, '1': 0.19764344394207, '2': 0.3124110698699951, '3': 0.2751385271549225},predict
704,3,2,0.3115497827529907,{'0': 0.21214617788791656, '1': 0.19498655200004578, '2': 0.3115497827529907, '3': 0.28131744265556335},predict
705,0,1,0.4239245653152466,{'0': 0.40169188380241394, '1': 0.4239245653152466, '2': 0.16834980249404907, '3': 0.006033779121935368},predict
706,1,1,0.487954705953598,{'0': 0.42622309923171997, '1': 0.487954705953598, '2': 0.08536453545093536, '3': 0.00045759713975712657},predict
707,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
708,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
709,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
710,0,1,0.4766800105571747,{'0': 0.4235283136367798, '1': 0.4766800105571747, '2': 0.09900186210870743, '3': 0.000789883139077574},predict
711,2,1,0.42456740140914917,{'0': 0.4020352065563202, '1': 0.42456740140914917, '2': 0.16748648881912231, '3': 0.005910943727940321},predict
712,1,1,0.42943617701530457,{'0': 0.4045807421207428, '1': 0.42943617701530457, '2': 0.16093969345092773, '3': 0.005043445620685816},predict
713,1,1,0.4124417304992676,{'0': 0.3952849209308624, '1': 0.4124417304992676, '2': 0.18368612229824066, '3': 0.008587215095758438},predict
714,1,1,0.5621579885482788,{'0': 0.4182833731174469, '1': 0.5621579885482788, '2': 0.01955617405474186, '3': 2.481277306287666e-06},predict
715,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
716,0,1,0.572028398513794,{'0': 0.41320496797561646, '1': 0.572028398513794, '2': 0.014765677973628044, '3': 9.381893733007018e-07},predict
717,1,2,0.317945271730423,{'0': 0.24542351067066193, '1': 0.22871153056621552, '2': 0.317945271730423, '3': 0.2079196721315384},predict
718,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
719,0,1,0.5654457211494446,{'0': 0.4166997969150543, '1': 0.5654457211494446, '2': 0.017852630466222763, '3': 1.8091860738422838e-06},predict
720,1,1,0.43947073817253113,{'0': 0.40950989723205566, '1': 0.43947073817253113, '2': 0.1474442332983017, '3': 0.003575090551748872},predict
721,0,0,0.3327005207538605,{'0': 0.3327005207538605, '1': 0.32500267028808594, '2': 0.28109875321388245, '3': 0.061198096722364426},predict
722,1,1,0.5598320364952087,{'0': 0.4193379878997803, '1': 0.5598320364952087, '2': 0.020826900377869606, '3': 3.087140839852509e-06},predict
723,3,3,0.35278433561325073,{'0': 0.18285004794597626, '1': 0.1661272495985031, '2': 0.2982383668422699, '3': 0.35278433561325073},predict
724,0,1,0.41352367401123047,{'0': 0.39591047167778015, '1': 0.41352367401123047, '2': 0.18225006759166718, '3': 0.008315835148096085},predict
725,3,3,0.36550372838974,{'0': 0.17788876593112946, '1': 0.1613062620162964, '2': 0.29530125856399536, '3': 0.36550372838974},predict
726,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
727,1,1,0.5548290014266968,{'0': 0.4214175045490265, '1': 0.5548290014266968, '2': 0.023748554289340973, '3': 4.872402769251494e-06},predict
728,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
729,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
730,0,1,0.4107511043548584,{'0': 0.3942992389202118, '1': 0.4107511043548584, '2': 0.1859247386455536, '3': 0.009024858474731445},predict
731,0,1,0.5902141332626343,{'0': 0.40146979689598083, '1': 0.5902141332626343, '2': 0.00831601396203041, '3': 1.298826219908733e-07},predict
732,2,1,0.46569040417671204,{'0': 0.420154869556427, '1': 0.46569040417671204, '2': 0.11286680400371552, '3': 0.0012879385612905025},predict
733,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
734,2,1,0.5322177410125732,{'0': 0.42762041091918945, '1': 0.5322177410125732, '2': 0.04013130068778992, '3': 3.0587998480768874e-05},predict
735,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
736,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
737,1,1,0.4748786985874176,{'0': 0.4230237305164337, '1': 0.4748786985874176, '2': 0.10123931616544724, '3': 0.0008581725414842367},predict
738,2,1,0.43349993228912354,{'0': 0.4066297113895416, '1': 0.43349993228912354, '2': 0.15547052025794983, '3': 0.004399777390062809},predict
739,2,1,0.40252089500427246,{'0': 0.3893519937992096, '1': 0.40252089500427246, '2': 0.19672080874443054, '3': 0.0114062475040555},predict
740,3,3,0.3313261866569519,{'0': 0.19138212502002716, '1': 0.17446118593215942, '2': 0.3028304874897003, '3': 0.3313261866569519},predict
741,1,1,0.4678954780101776,{'0': 0.42088770866394043, '1': 0.4678954780101776, '2': 0.11004545539617538, '3': 0.0011712925042957067},predict
742,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
743,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
744,1,1,0.39646095037460327,{'0': 0.385556697845459, '1': 0.39646095037460327, '2': 0.2045375257730484, '3': 0.01344484556466341},predict
745,3,2,0.31804049015045166,{'0': 0.24860869348049164, '1': 0.23200170695781708, '2': 0.31804049015045166, '3': 0.20134909451007843},predict
746,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
747,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
748,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
749,3,3,0.37091222405433655,{'0': 0.17579986155033112, '1': 0.15928180515766144, '2': 0.2940060794353485, '3': 0.37091222405433655},predict
750,1,0,0.3068995475769043,{'0': 0.3068995475769043, '1': 0.29485729336738586, '2': 0.30149444937705994, '3': 0.09674873948097229},predict
751,1,1,0.4083312153816223,{'0': 0.3928699493408203, '1': 0.4083312153816223, '2': 0.18911778926849365, '3': 0.0096810981631279},predict
752,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
753,2,0,0.3440973460674286,{'0': 0.3440973460674286, '1': 0.33903297781944275, '2': 0.26894837617874146, '3': 0.047921277582645416},predict
754,1,0,0.3105575442314148,{'0': 0.3105575442314148, '1': 0.29901865124702454, '2': 0.29915571212768555, '3': 0.09126809984445572},predict
755,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
756,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
757,1,0,0.35818150639533997,{'0': 0.35818150639533997, '1': 0.3571987450122833, '2': 0.2508991062641144, '3': 0.03372059017419815},predict
758,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
759,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
760,3,3,0.35697561502456665,{'0': 0.18120752274990082, '1': 0.16452915966510773, '2': 0.2972876727581024, '3': 0.35697561502456665},predict
761,0,1,0.476521760225296,{'0': 0.42348459362983704, '1': 0.476521760225296, '2': 0.0991978570818901, '3': 0.0007956963963806629},predict
762,1,1,0.467695027589798,{'0': 0.4208221733570099, '1': 0.467695027589798, '2': 0.11030126363039017, '3': 0.001181521569378674},predict
763,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
764,0,1,0.4390789568424225,{'0': 0.4093259274959564, '1': 0.4390789568424225, '2': 0.147970050573349, '3': 0.003625043435022235},predict
765,1,1,0.5177333950996399,{'0': 0.42897215485572815, '1': 0.5177333950996399, '2': 0.05321136489510536, '3': 8.314104343298823e-05},predict
766,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
767,1,2,0.3107249140739441,{'0': 0.20975318551063538, '1': 0.1926024854183197, '2': 0.3107249140739441, '3': 0.28691938519477844},predict
768,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
769,0,0,0.35228046774864197,{'0': 0.35228046774864197, '1': 0.3494608402252197, '2': 0.2588922083377838, '3': 0.03936653211712837},predict
770,1,0,0.3542065918445587,{'0': 0.3542065918445587, '1': 0.3519649803638458, '2': 0.25635355710983276, '3': 0.03747494891285896},predict
771,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
772,0,1,0.41922444105148315,{'0': 0.3991316258907318, '1': 0.41922444105148315, '2': 0.17464962601661682, '3': 0.006994330324232578},predict
773,0,0,0.32652512192726135,{'0': 0.32652512192726135, '1': 0.31760329008102417, '2': 0.28683969378471375, '3': 0.06903188675642014},predict
774,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
775,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
776,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
777,1,1,0.4191094934940338,{'0': 0.39906787872314453, '1': 0.4191094934940338, '2': 0.1748034954071045, '3': 0.0070192511193454266},predict
778,2,1,0.42616885900497437,{'0': 0.4028833508491516, '1': 0.42616885900497437, '2': 0.1653343141078949, '3': 0.005613488610833883},predict
779,1,1,0.4652085602283478,{'0': 0.4199908375740051, '1': 0.4652085602283478, '2': 0.11348596215248108, '3': 0.001314683584496379},predict
